IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.237.125.8,2082,false,SIN,Asia Pacific,Singapore,297 ms,3356 kB/s
47.236.87.246,2086,false,SIN,Asia Pacific,Singapore,267 ms,3353 kB/s
47.236.174.206,8080,false,SIN,Asia Pacific,Singapore,285 ms,3351 kB/s
47.236.253.41,2095,false,SIN,Asia Pacific,Singapore,268 ms,3332 kB/s
8.219.117.198,8880,false,SIN,Asia Pacific,Singapore,269 ms,3329 kB/s
8.219.201.245,8880,false,SIN,Asia Pacific,Singapore,282 ms,3316 kB/s
8.218.18.132,80,false,HKG,Asia Pacific,Hong Kong,66 ms,3309 kB/s
47.236.104.11,80,false,SIN,Asia Pacific,Singapore,278 ms,3304 kB/s
47.236.83.239,2095,false,SIN,Asia Pacific,Singapore,275 ms,3296 kB/s
47.236.180.24,2086,false,SIN,Asia Pacific,Singapore,276 ms,3292 kB/s
47.236.189.92,2086,false,SIN,Asia Pacific,Singapore,275 ms,3292 kB/s
8.222.136.247,2052,false,SIN,Asia Pacific,Singapore,279 ms,3291 kB/s
47.236.237.90,8080,false,SIN,Asia Pacific,Singapore,266 ms,3290 kB/s
47.236.125.62,2095,false,NRT,Asia Pacific,Tokyo,354 ms,3283 kB/s
47.236.5.223,2095,false,SIN,Asia Pacific,Singapore,263 ms,3279 kB/s
47.237.100.206,2095,false,SIN,Asia Pacific,Singapore,279 ms,3273 kB/s
8.219.117.198,80,false,SIN,Asia Pacific,Singapore,286 ms,3262 kB/s
47.236.5.223,80,false,SIN,Asia Pacific,Singapore,272 ms,3262 kB/s
47.236.180.24,2052,false,SIN,Asia Pacific,Singapore,273 ms,3258 kB/s
47.236.10.100,2095,false,SIN,Asia Pacific,Singapore,278 ms,3257 kB/s
47.236.164.215,2052,false,SIN,Asia Pacific,Singapore,282 ms,3252 kB/s
47.236.117.48,8080,false,SIN,Asia Pacific,Singapore,287 ms,3252 kB/s
47.243.173.187,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,3252 kB/s
47.236.169.164,2095,false,SIN,Asia Pacific,Singapore,267 ms,3247 kB/s
47.236.144.208,2052,false,SIN,Asia Pacific,Singapore,285 ms,3246 kB/s
47.236.144.208,8080,false,SIN,Asia Pacific,Singapore,283 ms,3245 kB/s
8.219.93.5,2095,false,SIN,Asia Pacific,Singapore,266 ms,3234 kB/s
8.218.11.90,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3218 kB/s
8.217.159.210,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,3215 kB/s
47.236.237.90,2095,false,SIN,Asia Pacific,Singapore,275 ms,3210 kB/s
47.236.87.246,8080,false,SIN,Asia Pacific,Singapore,280 ms,3208 kB/s
8.219.67.133,80,false,SIN,Asia Pacific,Singapore,270 ms,3201 kB/s
8.218.74.119,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3201 kB/s
8.219.6.150,8080,false,SIN,Asia Pacific,Singapore,269 ms,3197 kB/s
47.237.11.182,8880,false,SIN,Asia Pacific,Singapore,273 ms,3192 kB/s
8.218.3.198,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3190 kB/s
8.210.34.188,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,3178 kB/s
8.218.52.115,80,false,HKG,Asia Pacific,Hong Kong,61 ms,3164 kB/s
47.236.121.23,8880,false,SIN,Asia Pacific,Singapore,275 ms,3156 kB/s
47.237.95.140,2082,false,SIN,Asia Pacific,Singapore,275 ms,3148 kB/s
47.237.92.26,80,false,SIN,Asia Pacific,Singapore,270 ms,3146 kB/s
47.237.121.38,2082,false,SIN,Asia Pacific,Singapore,267 ms,3145 kB/s
47.237.95.140,2052,false,SIN,Asia Pacific,Singapore,273 ms,3145 kB/s
47.237.94.140,8880,false,SIN,Asia Pacific,Singapore,285 ms,3135 kB/s
47.76.146.1,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,3128 kB/s
47.236.87.246,2052,false,SIN,Asia Pacific,Singapore,282 ms,3117 kB/s
8.210.175.109,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,3101 kB/s
47.236.144.196,8880,false,SIN,Asia Pacific,Singapore,275 ms,3090 kB/s
47.236.149.107,80,false,SIN,Asia Pacific,Singapore,277 ms,3086 kB/s
47.236.145.85,2082,false,SIN,Asia Pacific,Singapore,283 ms,3083 kB/s
47.236.232.148,2052,false,SIN,Asia Pacific,Singapore,279 ms,3077 kB/s
47.237.95.13,2082,false,SIN,Asia Pacific,Singapore,289 ms,3050 kB/s
47.236.104.11,2095,false,SIN,Asia Pacific,Singapore,290 ms,3047 kB/s
47.237.11.182,8080,false,SIN,Asia Pacific,Singapore,279 ms,3046 kB/s
47.236.168.17,2052,false,SIN,Asia Pacific,Singapore,286 ms,3041 kB/s
8.219.83.71,80,false,SIN,Asia Pacific,Singapore,275 ms,3039 kB/s
47.237.84.173,8880,false,SIN,Asia Pacific,Singapore,288 ms,3032 kB/s
47.237.95.146,80,false,SIN,Asia Pacific,Singapore,283 ms,3014 kB/s
47.76.204.76,80,false,HKG,Asia Pacific,Hong Kong,62 ms,3010 kB/s
8.219.189.143,8880,false,SIN,Asia Pacific,Singapore,279 ms,3005 kB/s
8.222.191.138,8880,false,SIN,Asia Pacific,Singapore,283 ms,2999 kB/s
8.210.164.75,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2985 kB/s
47.236.125.62,2052,false,NRT,Asia Pacific,Tokyo,359 ms,2982 kB/s
47.236.10.100,2082,false,SIN,Asia Pacific,Singapore,287 ms,2973 kB/s
8.218.11.90,80,false,HKG,Asia Pacific,Hong Kong,64 ms,2969 kB/s
47.237.84.173,2086,false,SIN,Asia Pacific,Singapore,274 ms,2940 kB/s
47.236.121.23,80,false,SIN,Asia Pacific,Singapore,277 ms,2933 kB/s
47.236.102.102,2082,false,SIN,Asia Pacific,Singapore,285 ms,2930 kB/s
8.223.2.222,80,false,SIN,Asia Pacific,Singapore,67 ms,2930 kB/s
47.242.59.216,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,2929 kB/s
47.236.144.208,80,false,SIN,Asia Pacific,Singapore,280 ms,2924 kB/s
47.236.117.48,2095,false,SIN,Asia Pacific,Singapore,282 ms,2922 kB/s
47.236.104.11,2082,false,SIN,Asia Pacific,Singapore,275 ms,2911 kB/s
47.237.100.206,2082,false,SIN,Asia Pacific,Singapore,282 ms,2884 kB/s
47.245.126.151,80,false,SIN,Asia Pacific,Singapore,280 ms,2874 kB/s
47.236.75.113,8080,false,SIN,Asia Pacific,Singapore,282 ms,2870 kB/s
47.237.83.20,8880,false,SIN,Asia Pacific,Singapore,275 ms,2859 kB/s
47.237.81.112,2052,false,SIN,Asia Pacific,Singapore,277 ms,2857 kB/s
47.76.227.128,8080,false,HKG,Asia Pacific,Hong Kong,66 ms,2856 kB/s
47.236.130.95,2082,false,SIN,Asia Pacific,Singapore,281 ms,2845 kB/s
8.218.65.171,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,2844 kB/s
47.237.125.8,2052,false,SIN,Asia Pacific,Singapore,279 ms,2844 kB/s
47.237.83.20,2095,false,SIN,Asia Pacific,Singapore,282 ms,2844 kB/s
47.242.174.27,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,2841 kB/s
8.218.201.73,2052,false,HKG,Asia Pacific,Hong Kong,67 ms,2841 kB/s
47.236.125.62,8080,false,NRT,Asia Pacific,Tokyo,357 ms,2833 kB/s
8.210.156.6,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,2830 kB/s
47.236.237.90,2086,false,SIN,Asia Pacific,Singapore,276 ms,2826 kB/s
47.236.75.152,8080,false,SIN,Asia Pacific,Singapore,266 ms,2791 kB/s
47.242.234.127,2082,false,HKG,Asia Pacific,Hong Kong,60 ms,2785 kB/s
8.210.175.109,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,2771 kB/s
47.236.93.176,2095,false,SIN,Asia Pacific,Singapore,277 ms,2767 kB/s
47.236.202.91,2082,false,SIN,Asia Pacific,Singapore,282 ms,2737 kB/s
8.218.65.237,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,2732 kB/s
47.236.180.51,2052,false,SIN,Asia Pacific,Singapore,278 ms,2721 kB/s
8.218.52.115,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,2719 kB/s
47.236.202.91,2052,false,SIN,Asia Pacific,Singapore,288 ms,2697 kB/s
8.218.201.73,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,2694 kB/s
47.236.253.41,2082,false,SIN,Asia Pacific,Singapore,276 ms,2686 kB/s
47.237.95.140,8080,false,SIN,Asia Pacific,Singapore,274 ms,2682 kB/s
47.236.253.41,2086,false,SIN,Asia Pacific,Singapore,272 ms,2680 kB/s
47.237.121.38,2086,false,SIN,Asia Pacific,Singapore,279 ms,2679 kB/s
47.236.237.90,80,false,SIN,Asia Pacific,Singapore,271 ms,2670 kB/s
47.236.202.91,80,false,SIN,Asia Pacific,Singapore,267 ms,2660 kB/s
47.237.95.13,8880,false,SIN,Asia Pacific,Singapore,284 ms,2659 kB/s
47.242.234.127,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,2650 kB/s
47.237.11.182,2086,false,SIN,Asia Pacific,Singapore,284 ms,2623 kB/s
8.219.126.240,2086,false,SIN,Asia Pacific,Singapore,283 ms,2615 kB/s
8.217.251.62,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,2612 kB/s
47.236.237.90,2082,false,SIN,Asia Pacific,Singapore,282 ms,2607 kB/s
8.218.65.237,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,2598 kB/s
47.237.92.26,8080,false,SIN,Asia Pacific,Singapore,286 ms,2596 kB/s
47.76.33.40,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,2573 kB/s
47.242.59.216,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,2566 kB/s
47.237.94.140,2082,false,SIN,Asia Pacific,Singapore,265 ms,2557 kB/s
8.210.156.6,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,2534 kB/s
8.218.3.198,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2529 kB/s
47.76.192.24,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,2519 kB/s
47.236.180.51,80,false,SIN,Asia Pacific,Singapore,266 ms,2514 kB/s
8.222.191.138,8080,false,SIN,Asia Pacific,Singapore,267 ms,2511 kB/s
8.219.6.150,80,false,SIN,Asia Pacific,Singapore,267 ms,2502 kB/s
47.236.80.110,8080,false,SIN,Asia Pacific,Singapore,279 ms,2489 kB/s
47.238.6.58,2095,false,HKG,Asia Pacific,Hong Kong,69 ms,2488 kB/s
47.76.178.146,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,2483 kB/s
8.210.34.188,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2441 kB/s
47.76.192.24,8880,false,HKG,Asia Pacific,Hong Kong,56 ms,2412 kB/s
8.219.189.143,80,false,SIN,Asia Pacific,Singapore,273 ms,2394 kB/s
8.210.207.214,2052,false,HKG,Asia Pacific,Hong Kong,58 ms,2394 kB/s
47.236.180.51,8880,false,SIN,Asia Pacific,Singapore,273 ms,2388 kB/s
8.223.3.253,80,false,SIN,Asia Pacific,Singapore,68 ms,2388 kB/s
47.243.183.127,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,2370 kB/s
8.218.48.92,2086,false,HKG,Asia Pacific,Hong Kong,63 ms,2359 kB/s
8.218.188.129,2095,false,HKG,Asia Pacific,Hong Kong,57 ms,2346 kB/s
47.76.37.57,80,false,HKG,Asia Pacific,Hong Kong,55 ms,2346 kB/s
8.217.91.121,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,2345 kB/s
8.218.18.235,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,2331 kB/s
47.76.227.128,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2325 kB/s
47.236.253.41,8080,false,SIN,Asia Pacific,Singapore,272 ms,2312 kB/s
8.218.243.95,2086,false,HKG,Asia Pacific,Hong Kong,66 ms,2289 kB/s
8.218.18.132,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,2271 kB/s
47.236.253.41,2052,false,SIN,Asia Pacific,Singapore,281 ms,2267 kB/s
8.219.189.143,8080,false,SIN,Asia Pacific,Singapore,282 ms,2256 kB/s
8.212.41.98,8080,false,SJC,North America,San Jose,71 ms,2244 kB/s
47.236.80.110,2095,false,SIN,Asia Pacific,Singapore,270 ms,2230 kB/s
47.243.183.127,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,2218 kB/s
47.236.170.225,2095,false,SIN,Asia Pacific,Singapore,272 ms,2169 kB/s
47.242.174.27,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,2163 kB/s
47.236.180.51,2086,false,SIN,Asia Pacific,Singapore,267 ms,2129 kB/s
8.217.149.28,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,2102 kB/s
47.237.95.140,80,false,SIN,Asia Pacific,Singapore,287 ms,2098 kB/s
8.218.52.115,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,2090 kB/s
8.217.91.121,80,false,HKG,Asia Pacific,Hong Kong,63 ms,2089 kB/s
8.218.204.128,2052,false,HKG,Asia Pacific,Hong Kong,76 ms,2084 kB/s
8.212.41.98,80,false,SIN,Asia Pacific,Singapore,77 ms,2078 kB/s
8.217.239.116,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,2021 kB/s
47.237.95.13,8080,false,SIN,Asia Pacific,Singapore,283 ms,2018 kB/s
47.236.180.51,2082,false,SIN,Asia Pacific,Singapore,270 ms,1987 kB/s
47.236.80.110,80,false,SIN,Asia Pacific,Singapore,275 ms,1952 kB/s
47.236.170.225,80,false,SIN,Asia Pacific,Singapore,288 ms,1951 kB/s
47.236.170.225,2052,false,SIN,Asia Pacific,Singapore,272 ms,1942 kB/s
47.243.90.180,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,1929 kB/s
47.245.126.151,2082,false,SIN,Asia Pacific,Singapore,286 ms,1926 kB/s
47.76.227.40,80,false,HKG,Asia Pacific,Hong Kong,60 ms,1921 kB/s
8.210.39.96,80,false,HKG,Asia Pacific,Hong Kong,60 ms,1894 kB/s
47.237.95.146,2082,false,SIN,Asia Pacific,Singapore,285 ms,1866 kB/s
47.76.204.76,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,1864 kB/s
8.218.243.95,2082,false,HKG,Asia Pacific,Hong Kong,69 ms,1853 kB/s
8.210.156.6,2082,false,HKG,Asia Pacific,Hong Kong,67 ms,1853 kB/s
47.245.126.151,2095,false,SIN,Asia Pacific,Singapore,293 ms,1837 kB/s
8.218.48.92,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1835 kB/s
8.218.228.152,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,1804 kB/s
8.218.204.128,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,1737 kB/s
47.236.80.110,2086,false,SIN,Asia Pacific,Singapore,277 ms,1715 kB/s
47.76.227.40,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,1705 kB/s
47.236.80.110,2082,false,SIN,Asia Pacific,Singapore,277 ms,1681 kB/s
8.218.3.198,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,1680 kB/s
47.238.6.58,80,false,HKG,Asia Pacific,Hong Kong,68 ms,1671 kB/s
47.90.141.204,80,false,LAX,North America,Los Angeles,241 ms,1648 kB/s
8.219.77.141,80,false,SJC,North America,San Jose,285 ms,1647 kB/s
8.210.34.188,80,false,HKG,Asia Pacific,Hong Kong,58 ms,1643 kB/s
8.218.204.128,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,1607 kB/s
47.245.126.151,8080,false,SIN,Asia Pacific,Singapore,291 ms,1586 kB/s
8.217.159.210,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,1549 kB/s
47.243.90.180,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,1541 kB/s
47.76.94.15,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,1512 kB/s
47.243.90.180,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,1497 kB/s
8.210.164.75,2095,false,HKG,Asia Pacific,Hong Kong,71 ms,1450 kB/s
8.219.40.37,8880,false,SIN,Asia Pacific,Singapore,94 ms,1427 kB/s
8.210.164.75,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,1409 kB/s
47.76.37.57,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,1393 kB/s
8.218.174.118,8080,false,HKG,Asia Pacific,Hong Kong,62 ms,1371 kB/s
8.217.149.28,2095,false,HKG,Asia Pacific,Hong Kong,60 ms,1363 kB/s
47.237.11.182,2082,false,SIN,Asia Pacific,Singapore,274 ms,1345 kB/s
8.218.188.129,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,1323 kB/s
8.217.145.40,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,1311 kB/s
47.242.59.216,80,false,HKG,Asia Pacific,Hong Kong,63 ms,1298 kB/s
47.76.214.139,80,false,HKG,Asia Pacific,Hong Kong,58 ms,1279 kB/s
8.218.204.128,80,false,HKG,Asia Pacific,Hong Kong,61 ms,1272 kB/s
8.217.239.116,8080,false,HKG,Asia Pacific,Hong Kong,59 ms,1270 kB/s
47.242.202.230,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,1259 kB/s
47.243.173.187,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,1229 kB/s
47.76.227.40,2095,false,HKG,Asia Pacific,Hong Kong,59 ms,1209 kB/s
8.218.122.55,2095,false,HKG,Asia Pacific,Hong Kong,70 ms,1199 kB/s
8.209.119.190,80,false,SJC,North America,San Jose,249 ms,1188 kB/s
8.218.181.189,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,1186 kB/s
8.217.149.28,80,false,HKG,Asia Pacific,Hong Kong,62 ms,1162 kB/s
8.218.65.171,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,1160 kB/s
8.218.243.95,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,1153 kB/s
47.76.214.139,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,1146 kB/s
8.218.201.73,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,1130 kB/s
8.210.175.109,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,1125 kB/s
8.217.72.0,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,1101 kB/s
8.218.18.132,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,1097 kB/s
8.217.154.218,8080,false,HKG,Asia Pacific,Hong Kong,70 ms,1076 kB/s
8.218.188.129,80,false,HKG,Asia Pacific,Hong Kong,66 ms,1054 kB/s
47.76.204.76,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,1048 kB/s
8.210.207.214,2086,false,HKG,Asia Pacific,Hong Kong,55 ms,1030 kB/s
8.210.207.214,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,995 kB/s
8.218.48.92,2052,false,HKG,Asia Pacific,Hong Kong,65 ms,932 kB/s
47.76.204.76,2095,false,HKG,Asia Pacific,Hong Kong,56 ms,918 kB/s
47.242.232.14,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,892 kB/s
8.218.74.119,2095,false,HKG,Asia Pacific,Hong Kong,62 ms,856 kB/s
47.242.232.14,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,841 kB/s
8.218.243.95,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,833 kB/s
47.76.33.40,2052,false,HKG,Asia Pacific,Hong Kong,68 ms,828 kB/s
8.219.126.240,80,false,SIN,Asia Pacific,Singapore,282 ms,817 kB/s
47.243.183.127,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,815 kB/s
47.76.178.146,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,813 kB/s
8.217.239.116,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,812 kB/s
47.242.202.230,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,787 kB/s
8.218.243.95,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,787 kB/s
8.210.207.214,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,777 kB/s
8.210.34.188,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,777 kB/s
47.76.33.40,8080,false,HKG,Asia Pacific,Hong Kong,69 ms,762 kB/s
47.76.214.139,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,753 kB/s
47.76.227.40,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,744 kB/s
47.243.183.127,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,711 kB/s
47.238.40.58,2095,false,HKG,Asia Pacific,Hong Kong,65 ms,703 kB/s
8.218.18.235,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,692 kB/s
47.76.26.26,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,692 kB/s
47.76.227.40,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,681 kB/s
47.242.232.14,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,675 kB/s
8.217.66.3,8080,false,HKG,Asia Pacific,Hong Kong,58 ms,670 kB/s
47.76.33.40,2086,false,HKG,Asia Pacific,Hong Kong,70 ms,654 kB/s
47.76.37.57,2052,false,HKG,Asia Pacific,Hong Kong,69 ms,644 kB/s
8.217.250.222,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,607 kB/s
47.242.202.230,8880,false,HKG,Asia Pacific,Hong Kong,57 ms,587 kB/s
8.219.83.71,8880,false,SIN,Asia Pacific,Singapore,264 ms,580 kB/s
8.218.201.73,8880,false,HKG,Asia Pacific,Hong Kong,82 ms,576 kB/s
8.217.91.121,8880,false,HKG,Asia Pacific,Hong Kong,67 ms,573 kB/s
8.218.126.53,80,false,HKG,Asia Pacific,Hong Kong,65 ms,568 kB/s
8.210.175.109,80,false,HKG,Asia Pacific,Hong Kong,56 ms,567 kB/s
8.210.39.96,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,548 kB/s
8.217.66.3,2052,false,HKG,Asia Pacific,Hong Kong,70 ms,535 kB/s
8.218.228.152,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,526 kB/s
8.217.251.62,8080,false,HKG,Asia Pacific,Hong Kong,73 ms,520 kB/s
8.217.66.3,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,510 kB/s
8.218.174.118,80,false,HKG,Asia Pacific,Hong Kong,66 ms,509 kB/s
47.242.232.14,80,false,HKG,Asia Pacific,Hong Kong,67 ms,503 kB/s
8.218.3.198,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,500 kB/s
8.210.34.188,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,497 kB/s
8.217.72.0,2086,false,HKG,Asia Pacific,Hong Kong,55 ms,486 kB/s
8.217.250.222,80,false,HKG,Asia Pacific,Hong Kong,66 ms,468 kB/s
8.218.48.92,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,457 kB/s
8.218.204.128,8880,false,HKG,Asia Pacific,Hong Kong,70 ms,456 kB/s
47.243.169.63,2052,false,HKG,Asia Pacific,Hong Kong,55 ms,453 kB/s
47.242.174.27,80,false,HKG,Asia Pacific,Hong Kong,59 ms,440 kB/s
47.243.90.180,80,false,HKG,Asia Pacific,Hong Kong,66 ms,421 kB/s
8.218.48.92,80,false,HKG,Asia Pacific,Hong Kong,66 ms,409 kB/s
8.218.65.237,8880,false,HKG,Asia Pacific,Hong Kong,60 ms,406 kB/s
8.218.65.171,80,false,HKG,Asia Pacific,Hong Kong,77 ms,398 kB/s
47.76.94.15,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,389 kB/s
47.243.169.63,80,false,HKG,Asia Pacific,Hong Kong,63 ms,382 kB/s
47.76.94.15,8880,false,HKG,Asia Pacific,Hong Kong,59 ms,378 kB/s
8.218.126.53,8080,false,HKG,Asia Pacific,Hong Kong,61 ms,372 kB/s
47.76.32.108,80,false,HKG,Asia Pacific,Hong Kong,59 ms,368 kB/s
8.217.250.222,2082,false,HKG,Asia Pacific,Hong Kong,58 ms,361 kB/s
8.210.34.188,2082,false,HKG,Asia Pacific,Hong Kong,68 ms,350 kB/s
47.242.202.230,80,false,HKG,Asia Pacific,Hong Kong,56 ms,341 kB/s
8.217.72.0,80,false,HKG,Asia Pacific,Hong Kong,58 ms,321 kB/s
8.217.91.121,2095,false,HKG,Asia Pacific,Hong Kong,72 ms,320 kB/s
47.76.214.139,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,312 kB/s
8.218.143.10,80,false,HKG,Asia Pacific,Hong Kong,60 ms,308 kB/s
47.76.94.15,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,298 kB/s
47.242.234.127,8880,false,HKG,Asia Pacific,Hong Kong,66 ms,297 kB/s
8.210.164.75,2086,false,HKG,Asia Pacific,Hong Kong,69 ms,286 kB/s
8.210.175.109,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,279 kB/s
47.76.204.76,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,267 kB/s
47.57.245.232,80,false,SJC,North America,San Jose,73 ms,242 kB/s
47.76.49.246,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,223 kB/s
8.218.201.73,8080,false,HKG,Asia Pacific,Hong Kong,67 ms,206 kB/s
8.218.201.73,80,false,HKG,Asia Pacific,Hong Kong,67 ms,194 kB/s
8.218.201.73,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,179 kB/s
47.243.90.180,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,170 kB/s
47.76.49.246,8880,false,HKG,Asia Pacific,Hong Kong,58 ms,166 kB/s
47.76.29.115,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,165 kB/s
8.210.175.109,8080,false,HKG,Asia Pacific,Hong Kong,56 ms,160 kB/s
47.242.202.230,2052,false,HKG,Asia Pacific,Hong Kong,56 ms,160 kB/s
47.76.214.139,8080,false,HKG,Asia Pacific,Hong Kong,60 ms,159 kB/s
8.218.143.10,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,152 kB/s
47.57.13.107,80,false,HKG,Asia Pacific,Hong Kong,78 ms,152 kB/s
8.218.143.10,2095,false,HKG,Asia Pacific,Hong Kong,63 ms,142 kB/s
8.218.143.10,8880,false,HKG,Asia Pacific,Hong Kong,61 ms,136 kB/s
8.210.156.6,80,false,HKG,Asia Pacific,Hong Kong,65 ms,131 kB/s
47.76.94.15,2095,false,HKG,Asia Pacific,Hong Kong,58 ms,116 kB/s
8.210.156.6,2095,false,HKG,Asia Pacific,Hong Kong,68 ms,116 kB/s
47.76.214.139,2052,false,HKG,Asia Pacific,Hong Kong,60 ms,111 kB/s
8.212.12.98,80,false,HKG,Asia Pacific,Hong Kong,65 ms,101 kB/s
8.210.156.6,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,99 kB/s
47.242.234.127,8080,false,HKG,Asia Pacific,Hong Kong,55 ms,93 kB/s
8.218.143.10,2086,false,HKG,Asia Pacific,Hong Kong,55 ms,90 kB/s
8.210.207.214,80,false,HKG,Asia Pacific,Hong Kong,57 ms,88 kB/s
8.218.52.115,8080,false,HKG,Asia Pacific,Hong Kong,68 ms,57 kB/s
149.129.8.215,80,false,SJC,North America,San Jose,92 ms,52 kB/s
8.218.143.10,2082,false,HKG,Asia Pacific,Hong Kong,63 ms,49 kB/s
8.218.122.55,80,false,HKG,Asia Pacific,Hong Kong,66 ms,44 kB/s
47.57.233.126,80,false,SJC,North America,San Jose,62 ms,42 kB/s
47.76.26.26,2082,false,HKG,Asia Pacific,Hong Kong,64 ms,39 kB/s
47.243.183.127,80,false,HKG,Asia Pacific,Hong Kong,71 ms,36 kB/s
47.57.14.118,80,false,SJC,North America,San Jose,78 ms,25 kB/s
