IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
47.236.97.90,8880,false,SIN,Asia Pacific,Singapore,281 ms,4437 kB/s
47.236.93.176,80,false,SIN,Asia Pacific,Singapore,280 ms,4420 kB/s
8.222.169.222,80,false,SIN,Asia Pacific,Singapore,275 ms,4417 kB/s
47.236.83.239,2086,false,SIN,Asia Pacific,Singapore,272 ms,4416 kB/s
47.236.180.24,2082,false,SIN,Asia Pacific,Singapore,268 ms,4413 kB/s
8.222.164.209,2095,false,SIN,Asia Pacific,Singapore,288 ms,4410 kB/s
47.237.81.112,2086,false,SIN,Asia Pacific,Singapore,279 ms,4407 kB/s
47.242.232.14,8080,false,HKG,Asia Pacific,Hong Kong,71 ms,4399 kB/s
47.236.80.110,8880,false,SIN,Asia Pacific,Singapore,284 ms,4395 kB/s
47.237.95.146,2052,false,SIN,Asia Pacific,Singapore,273 ms,4394 kB/s
47.236.169.164,8880,false,SIN,Asia Pacific,Singapore,290 ms,4381 kB/s
47.236.144.196,2052,false,SIN,Asia Pacific,Singapore,282 ms,4378 kB/s
47.237.8.82,80,false,SIN,Asia Pacific,Singapore,281 ms,4377 kB/s
47.236.145.85,2086,false,SIN,Asia Pacific,Singapore,271 ms,4377 kB/s
8.222.191.138,2095,false,SIN,Asia Pacific,Singapore,274 ms,4371 kB/s
47.237.94.140,2086,false,SIN,Asia Pacific,Singapore,282 ms,4370 kB/s
47.236.171.205,2052,false,SIN,Asia Pacific,Singapore,280 ms,4366 kB/s
8.219.189.143,2095,false,SIN,Asia Pacific,Singapore,281 ms,4363 kB/s
8.218.122.55,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,4361 kB/s
47.236.169.15,80,false,SIN,Asia Pacific,Singapore,291 ms,4360 kB/s
47.236.253.41,80,false,SIN,Asia Pacific,Singapore,280 ms,4359 kB/s
47.236.17.193,8880,false,SIN,Asia Pacific,Singapore,269 ms,4358 kB/s
47.236.75.113,8880,false,SIN,Asia Pacific,Singapore,268 ms,4349 kB/s
47.237.0.31,8880,false,SIN,Asia Pacific,Singapore,281 ms,4346 kB/s
47.236.144.196,8080,false,SIN,Asia Pacific,Singapore,272 ms,4345 kB/s
47.237.8.82,2086,false,SIN,Asia Pacific,Singapore,269 ms,4341 kB/s
47.236.180.24,8880,false,SIN,Asia Pacific,Singapore,267 ms,4339 kB/s
47.236.123.133,2052,false,SIN,Asia Pacific,Singapore,282 ms,4336 kB/s
47.237.86.185,2095,false,SIN,Asia Pacific,Singapore,281 ms,4324 kB/s
47.236.205.188,2082,false,SIN,Asia Pacific,Singapore,282 ms,4318 kB/s
47.236.144.196,2086,false,SIN,Asia Pacific,Singapore,268 ms,4317 kB/s
8.219.124.227,8880,false,SIN,Asia Pacific,Singapore,265 ms,4306 kB/s
8.217.159.210,2086,false,HKG,Asia Pacific,Hong Kong,64 ms,4304 kB/s
47.236.164.215,80,false,SIN,Asia Pacific,Singapore,290 ms,4296 kB/s
47.236.102.102,80,false,SIN,Asia Pacific,Singapore,292 ms,4293 kB/s
47.237.10.1,8880,false,SIN,Asia Pacific,Singapore,283 ms,4291 kB/s
47.236.172.71,2052,false,SIN,Asia Pacific,Singapore,266 ms,4289 kB/s
8.217.159.210,80,false,HKG,Asia Pacific,Hong Kong,62 ms,4279 kB/s
8.222.169.222,2082,false,SIN,Asia Pacific,Singapore,276 ms,4274 kB/s
47.236.5.223,2052,false,SIN,Asia Pacific,Singapore,275 ms,4265 kB/s
47.76.204.76,2052,false,HKG,Asia Pacific,Hong Kong,64 ms,4254 kB/s
47.76.192.24,80,false,HKG,Asia Pacific,Hong Kong,56 ms,4254 kB/s
8.218.181.189,2086,false,HKG,Asia Pacific,Hong Kong,59 ms,4252 kB/s
47.236.164.215,2086,false,SIN,Asia Pacific,Singapore,281 ms,4252 kB/s
47.236.169.164,2086,false,SIN,Asia Pacific,Singapore,272 ms,4243 kB/s
8.219.200.145,8880,false,SIN,Asia Pacific,Singapore,282 ms,4242 kB/s
47.236.169.164,2052,false,SIN,Asia Pacific,Singapore,290 ms,4239 kB/s
8.222.136.247,8080,false,SIN,Asia Pacific,Singapore,271 ms,4227 kB/s
47.236.167.231,2052,false,SIN,Asia Pacific,Singapore,280 ms,4224 kB/s
8.217.149.28,2082,false,HKG,Asia Pacific,Hong Kong,61 ms,4223 kB/s
47.236.169.164,2082,false,SIN,Asia Pacific,Singapore,286 ms,4223 kB/s
47.237.94.140,2052,false,SIN,Asia Pacific,Singapore,288 ms,4220 kB/s
47.236.165.25,8880,false,SIN,Asia Pacific,Singapore,284 ms,4213 kB/s
47.237.82.15,2086,false,SIN,Asia Pacific,Singapore,265 ms,4212 kB/s
47.236.9.152,2052,false,SIN,Asia Pacific,Singapore,278 ms,4211 kB/s
47.237.86.185,2086,false,SIN,Asia Pacific,Singapore,268 ms,4211 kB/s
47.76.159.146,2082,false,HKG,Asia Pacific,Hong Kong,65 ms,4210 kB/s
47.236.121.23,2052,false,SIN,Asia Pacific,Singapore,285 ms,4209 kB/s
47.236.205.188,2052,false,SIN,Asia Pacific,Singapore,282 ms,4203 kB/s
47.236.169.15,8080,false,SIN,Asia Pacific,Singapore,286 ms,4201 kB/s
47.236.144.156,2082,false,SIN,Asia Pacific,Singapore,280 ms,4197 kB/s
47.236.165.25,2082,false,SIN,Asia Pacific,Singapore,279 ms,4196 kB/s
47.236.167.231,80,false,SIN,Asia Pacific,Singapore,283 ms,4196 kB/s
47.236.10.100,2086,false,SIN,Asia Pacific,Singapore,276 ms,4191 kB/s
47.236.189.92,2095,false,SIN,Asia Pacific,Singapore,278 ms,4187 kB/s
47.237.0.31,2086,false,SIN,Asia Pacific,Singapore,273 ms,4180 kB/s
47.236.144.156,80,false,SIN,Asia Pacific,Singapore,282 ms,4180 kB/s
47.236.202.91,2095,false,SIN,Asia Pacific,Singapore,289 ms,4179 kB/s
47.236.170.225,2082,false,SIN,Asia Pacific,Singapore,278 ms,4175 kB/s
47.236.171.205,80,false,SIN,Asia Pacific,Singapore,273 ms,4171 kB/s
47.237.11.182,2095,false,SIN,Asia Pacific,Singapore,263 ms,4168 kB/s
8.219.93.5,2086,false,SIN,Asia Pacific,Singapore,276 ms,4166 kB/s
47.236.75.113,2086,false,SIN,Asia Pacific,Singapore,286 ms,4165 kB/s
47.236.117.48,8880,false,SIN,Asia Pacific,Singapore,276 ms,4163 kB/s
47.237.82.15,2052,false,SIN,Asia Pacific,Singapore,283 ms,4163 kB/s
8.219.83.71,8080,false,SIN,Asia Pacific,Singapore,268 ms,4161 kB/s
47.236.166.131,2086,false,SIN,Asia Pacific,Singapore,282 ms,4158 kB/s
47.236.17.193,2082,false,SIN,Asia Pacific,Singapore,279 ms,4150 kB/s
8.219.117.198,2086,false,SIN,Asia Pacific,Singapore,279 ms,4133 kB/s
8.219.189.143,2086,false,SIN,Asia Pacific,Singapore,273 ms,4133 kB/s
47.236.75.152,2095,false,SIN,Asia Pacific,Singapore,284 ms,4129 kB/s
47.236.174.206,2082,false,SIN,Asia Pacific,Singapore,268 ms,4128 kB/s
47.238.40.58,2086,false,HKG,Asia Pacific,Hong Kong,65 ms,4127 kB/s
8.218.18.235,8880,false,HKG,Asia Pacific,Hong Kong,64 ms,4127 kB/s
47.236.180.51,2095,false,SIN,Asia Pacific,Singapore,280 ms,4123 kB/s
47.236.172.95,8880,false,SIN,Asia Pacific,Singapore,272 ms,4122 kB/s
8.219.83.71,2095,false,SIN,Asia Pacific,Singapore,285 ms,4119 kB/s
47.236.123.133,80,false,SIN,Asia Pacific,Singapore,289 ms,4117 kB/s
47.236.189.92,8880,false,SIN,Asia Pacific,Singapore,273 ms,4112 kB/s
47.236.9.152,8080,false,SIN,Asia Pacific,Singapore,291 ms,4107 kB/s
47.237.121.38,8080,false,SIN,Asia Pacific,Singapore,286 ms,4106 kB/s
8.219.124.227,8080,false,SIN,Asia Pacific,Singapore,268 ms,4104 kB/s
47.236.144.156,8880,false,SIN,Asia Pacific,Singapore,287 ms,4093 kB/s
47.236.168.17,2095,false,SIN,Asia Pacific,Singapore,296 ms,4093 kB/s
8.222.191.138,80,false,SIN,Asia Pacific,Singapore,276 ms,4091 kB/s
47.236.121.23,2095,false,SIN,Asia Pacific,Singapore,299 ms,4088 kB/s
47.237.125.8,2095,false,SIN,Asia Pacific,Singapore,285 ms,4080 kB/s
47.236.169.164,8080,false,SIN,Asia Pacific,Singapore,274 ms,4079 kB/s
47.236.166.131,2052,false,SIN,Asia Pacific,Singapore,275 ms,4068 kB/s
47.236.166.131,80,false,SIN,Asia Pacific,Singapore,276 ms,4068 kB/s
47.236.102.102,2086,false,SIN,Asia Pacific,Singapore,289 ms,4063 kB/s
8.219.67.133,8080,false,SIN,Asia Pacific,Singapore,271 ms,4062 kB/s
47.236.123.133,2095,false,SIN,Asia Pacific,Singapore,288 ms,4061 kB/s
47.237.125.8,80,false,SIN,Asia Pacific,Singapore,293 ms,4059 kB/s
47.236.87.246,8880,false,SIN,Asia Pacific,Singapore,276 ms,4057 kB/s
47.236.164.215,8080,false,SIN,Asia Pacific,Singapore,282 ms,4054 kB/s
47.236.170.54,2095,false,SIN,Asia Pacific,Singapore,280 ms,4051 kB/s
47.237.8.82,2052,false,SIN,Asia Pacific,Singapore,274 ms,4044 kB/s
47.236.172.71,8880,false,SIN,Asia Pacific,Singapore,278 ms,4043 kB/s
47.236.254.120,8080,false,SIN,Asia Pacific,Singapore,275 ms,4039 kB/s
8.217.239.116,80,false,HKG,Asia Pacific,Hong Kong,63 ms,4029 kB/s
47.236.17.193,2052,false,SIN,Asia Pacific,Singapore,272 ms,4029 kB/s
8.219.67.133,2086,false,SIN,Asia Pacific,Singapore,279 ms,4026 kB/s
47.236.144.196,80,false,SIN,Asia Pacific,Singapore,276 ms,4025 kB/s
47.236.168.17,8880,false,SIN,Asia Pacific,Singapore,277 ms,4025 kB/s
8.218.122.55,2086,false,HKG,Asia Pacific,Hong Kong,68 ms,4023 kB/s
47.236.170.54,2082,false,SIN,Asia Pacific,Singapore,287 ms,4017 kB/s
47.236.97.90,2082,false,SIN,Asia Pacific,Singapore,284 ms,4017 kB/s
8.219.83.71,2086,false,SIN,Asia Pacific,Singapore,274 ms,4016 kB/s
47.243.173.187,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,4011 kB/s
47.237.95.146,2086,false,SIN,Asia Pacific,Singapore,283 ms,4009 kB/s
47.236.17.193,80,false,SIN,Asia Pacific,Singapore,270 ms,4005 kB/s
47.237.8.82,8880,false,SIN,Asia Pacific,Singapore,286 ms,4004 kB/s
47.236.144.156,2052,false,SIN,Asia Pacific,Singapore,286 ms,3996 kB/s
47.236.83.239,2082,false,SIN,Asia Pacific,Singapore,287 ms,3994 kB/s
47.237.10.1,2052,false,SIN,Asia Pacific,Singapore,271 ms,3994 kB/s
8.218.126.53,2086,false,HKG,Asia Pacific,Hong Kong,57 ms,3993 kB/s
47.236.83.239,8880,false,SIN,Asia Pacific,Singapore,274 ms,3992 kB/s
47.236.171.205,8080,false,SIN,Asia Pacific,Singapore,262 ms,3984 kB/s
47.236.144.156,2086,false,SIN,Asia Pacific,Singapore,273 ms,3980 kB/s
47.245.126.151,2052,false,SIN,Asia Pacific,Singapore,296 ms,3980 kB/s
8.219.124.227,80,false,SIN,Asia Pacific,Singapore,278 ms,3969 kB/s
47.236.165.25,8080,false,SIN,Asia Pacific,Singapore,274 ms,3968 kB/s
47.237.10.1,2095,false,SIN,Asia Pacific,Singapore,285 ms,3967 kB/s
47.236.174.206,2095,false,SIN,Asia Pacific,Singapore,283 ms,3963 kB/s
47.236.118.216,2082,false,SIN,Asia Pacific,Singapore,270 ms,3962 kB/s
47.236.144.48,2095,false,SIN,Asia Pacific,Singapore,274 ms,3962 kB/s
47.237.84.173,80,false,SIN,Asia Pacific,Singapore,272 ms,3959 kB/s
47.237.83.20,80,false,SIN,Asia Pacific,Singapore,266 ms,3957 kB/s
8.219.201.245,80,false,SIN,Asia Pacific,Singapore,282 ms,3951 kB/s
47.237.100.206,2086,false,SIN,Asia Pacific,Singapore,286 ms,3947 kB/s
47.236.168.17,2086,false,SIN,Asia Pacific,Singapore,298 ms,3945 kB/s
47.236.253.41,8880,false,SIN,Asia Pacific,Singapore,272 ms,3945 kB/s
47.236.125.62,80,false,NRT,Asia Pacific,Tokyo,343 ms,3944 kB/s
8.219.40.37,2095,false,SIN,Asia Pacific,Singapore,87 ms,3940 kB/s
47.237.100.206,8080,false,SIN,Asia Pacific,Singapore,266 ms,3936 kB/s
47.236.102.102,8080,false,SIN,Asia Pacific,Singapore,291 ms,3931 kB/s
47.236.149.107,2095,false,SIN,Asia Pacific,Singapore,282 ms,3927 kB/s
47.236.237.90,2052,false,SIN,Asia Pacific,Singapore,280 ms,3925 kB/s
47.236.80.110,2052,false,SIN,Asia Pacific,Singapore,280 ms,3923 kB/s
47.236.87.246,2082,false,SIN,Asia Pacific,Singapore,272 ms,3918 kB/s
47.237.82.15,8880,false,SIN,Asia Pacific,Singapore,282 ms,3914 kB/s
47.236.164.215,2082,false,SIN,Asia Pacific,Singapore,267 ms,3911 kB/s
47.236.10.100,2052,false,SIN,Asia Pacific,Singapore,275 ms,3908 kB/s
47.237.125.8,8080,false,SIN,Asia Pacific,Singapore,277 ms,3907 kB/s
47.236.166.131,8080,false,SIN,Asia Pacific,Singapore,272 ms,3906 kB/s
47.236.102.102,2095,false,SIN,Asia Pacific,Singapore,288 ms,3903 kB/s
8.219.6.150,8880,false,SIN,Asia Pacific,Singapore,272 ms,3898 kB/s
47.236.169.15,2095,false,SIN,Asia Pacific,Singapore,276 ms,3896 kB/s
47.236.123.133,8080,false,SIN,Asia Pacific,Singapore,286 ms,3895 kB/s
47.236.254.120,80,false,SIN,Asia Pacific,Singapore,280 ms,3882 kB/s
47.237.10.1,8080,false,SIN,Asia Pacific,Singapore,278 ms,3878 kB/s
8.219.147.58,80,false,SIN,Asia Pacific,Singapore,271 ms,3877 kB/s
8.219.93.5,80,false,SIN,Asia Pacific,Singapore,274 ms,3876 kB/s
47.243.183.127,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,3873 kB/s
47.237.82.15,8080,false,SIN,Asia Pacific,Singapore,267 ms,3871 kB/s
47.236.171.205,8880,false,SIN,Asia Pacific,Singapore,280 ms,3871 kB/s
47.237.0.31,2052,false,SIN,Asia Pacific,Singapore,281 ms,3867 kB/s
47.236.144.48,2086,false,SIN,Asia Pacific,Singapore,272 ms,3865 kB/s
47.236.205.188,8080,false,SIN,Asia Pacific,Singapore,281 ms,3861 kB/s
47.76.159.146,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3850 kB/s
47.236.205.188,8880,false,SIN,Asia Pacific,Singapore,268 ms,3850 kB/s
8.218.65.171,2086,false,HKG,Asia Pacific,Hong Kong,67 ms,3842 kB/s
47.237.84.173,8080,false,SIN,Asia Pacific,Singapore,269 ms,3841 kB/s
47.236.172.71,2095,false,SIN,Asia Pacific,Singapore,275 ms,3839 kB/s
47.236.232.148,2082,false,SIN,Asia Pacific,Singapore,272 ms,3839 kB/s
47.237.10.1,80,false,SIN,Asia Pacific,Singapore,269 ms,3838 kB/s
47.236.167.231,2086,false,SIN,Asia Pacific,Singapore,278 ms,3835 kB/s
47.237.10.1,2082,false,SIN,Asia Pacific,Singapore,276 ms,3834 kB/s
47.236.168.17,8080,false,SIN,Asia Pacific,Singapore,277 ms,3830 kB/s
47.236.5.223,2082,false,SIN,Asia Pacific,Singapore,268 ms,3827 kB/s
47.237.86.185,80,false,SIN,Asia Pacific,Singapore,288 ms,3825 kB/s
8.222.136.247,8880,false,SIN,Asia Pacific,Singapore,278 ms,3824 kB/s
47.236.254.120,2052,false,SIN,Asia Pacific,Singapore,280 ms,3823 kB/s
47.236.102.102,2052,false,SIN,Asia Pacific,Singapore,276 ms,3812 kB/s
47.236.121.23,8080,false,SIN,Asia Pacific,Singapore,299 ms,3808 kB/s
47.237.95.13,80,false,SIN,Asia Pacific,Singapore,282 ms,3804 kB/s
47.237.95.13,2095,false,SIN,Asia Pacific,Singapore,277 ms,3804 kB/s
47.237.95.146,8080,false,SIN,Asia Pacific,Singapore,276 ms,3798 kB/s
8.222.136.247,2086,false,SIN,Asia Pacific,Singapore,282 ms,3796 kB/s
47.236.144.196,2082,false,SIN,Asia Pacific,Singapore,285 ms,3795 kB/s
47.242.232.14,2086,false,HKG,Asia Pacific,Hong Kong,61 ms,3790 kB/s
47.237.82.15,2095,false,SIN,Asia Pacific,Singapore,282 ms,3790 kB/s
47.237.84.173,2082,false,SIN,Asia Pacific,Singapore,277 ms,3788 kB/s
47.236.167.231,8880,false,SIN,Asia Pacific,Singapore,280 ms,3787 kB/s
47.236.125.62,2086,false,NRT,Asia Pacific,Tokyo,357 ms,3783 kB/s
8.219.201.245,8080,false,SIN,Asia Pacific,Singapore,276 ms,3779 kB/s
47.236.130.95,8080,false,SIN,Asia Pacific,Singapore,276 ms,3779 kB/s
47.236.75.152,2086,false,SIN,Asia Pacific,Singapore,281 ms,3777 kB/s
8.218.65.237,2095,false,HKG,Asia Pacific,Hong Kong,66 ms,3776 kB/s
47.236.97.90,8080,false,SIN,Asia Pacific,Singapore,269 ms,3775 kB/s
47.236.232.148,8080,false,SIN,Asia Pacific,Singapore,282 ms,3774 kB/s
47.236.254.120,8880,false,SIN,Asia Pacific,Singapore,282 ms,3769 kB/s
47.236.144.48,80,false,SIN,Asia Pacific,Singapore,272 ms,3767 kB/s
47.237.94.140,2095,false,SIN,Asia Pacific,Singapore,286 ms,3766 kB/s
47.237.121.38,2095,false,SIN,Asia Pacific,Singapore,274 ms,3766 kB/s
47.236.171.205,2095,false,SIN,Asia Pacific,Singapore,268 ms,3759 kB/s
8.217.66.3,80,false,HKG,Asia Pacific,Hong Kong,63 ms,3758 kB/s
47.237.8.82,2095,false,SIN,Asia Pacific,Singapore,272 ms,3753 kB/s
47.236.97.90,80,false,SIN,Asia Pacific,Singapore,274 ms,3752 kB/s
47.236.171.205,2082,false,SIN,Asia Pacific,Singapore,281 ms,3748 kB/s
8.217.91.121,8080,false,HKG,Asia Pacific,Hong Kong,63 ms,3746 kB/s
47.236.144.48,2052,false,SIN,Asia Pacific,Singapore,276 ms,3745 kB/s
8.219.200.145,2082,false,SIN,Asia Pacific,Singapore,277 ms,3744 kB/s
47.236.174.206,8880,false,SIN,Asia Pacific,Singapore,271 ms,3744 kB/s
47.237.82.15,2082,false,SIN,Asia Pacific,Singapore,276 ms,3742 kB/s
8.219.40.37,80,false,SIN,Asia Pacific,Singapore,89 ms,3739 kB/s
47.237.0.31,80,false,SIN,Asia Pacific,Singapore,275 ms,3738 kB/s
47.236.169.15,8880,false,SIN,Asia Pacific,Singapore,269 ms,3736 kB/s
47.236.75.152,80,false,SIN,Asia Pacific,Singapore,285 ms,3733 kB/s
47.237.121.38,80,false,SIN,Asia Pacific,Singapore,276 ms,3732 kB/s
8.219.6.150,2095,false,SIN,Asia Pacific,Singapore,280 ms,3723 kB/s
47.237.125.8,8880,false,SIN,Asia Pacific,Singapore,295 ms,3721 kB/s
47.236.150.13,2086,false,SIN,Asia Pacific,Singapore,269 ms,3717 kB/s
8.218.126.53,2095,false,HKG,Asia Pacific,Hong Kong,64 ms,3711 kB/s
47.236.205.188,2095,false,SIN,Asia Pacific,Singapore,280 ms,3709 kB/s
47.236.174.206,80,false,SIN,Asia Pacific,Singapore,282 ms,3707 kB/s
47.237.92.26,8880,false,SIN,Asia Pacific,Singapore,271 ms,3705 kB/s
47.236.93.176,8880,false,SIN,Asia Pacific,Singapore,277 ms,3698 kB/s
47.236.123.133,2086,false,SIN,Asia Pacific,Singapore,282 ms,3697 kB/s
47.236.75.113,2052,false,SIN,Asia Pacific,Singapore,286 ms,3689 kB/s
47.237.84.173,2052,false,SIN,Asia Pacific,Singapore,265 ms,3687 kB/s
8.219.40.37,2052,false,SIN,Asia Pacific,Singapore,99 ms,3677 kB/s
47.237.100.206,80,false,SIN,Asia Pacific,Singapore,275 ms,3676 kB/s
47.236.180.51,8080,false,SIN,Asia Pacific,Singapore,282 ms,3676 kB/s
47.243.183.127,8880,false,HKG,Asia Pacific,Hong Kong,68 ms,3676 kB/s
47.236.97.90,2086,false,SIN,Asia Pacific,Singapore,276 ms,3676 kB/s
47.236.150.13,2052,false,SIN,Asia Pacific,Singapore,275 ms,3669 kB/s
47.237.81.112,80,false,SIN,Asia Pacific,Singapore,272 ms,3661 kB/s
47.236.117.48,80,false,SIN,Asia Pacific,Singapore,282 ms,3658 kB/s
47.236.172.71,2086,false,SIN,Asia Pacific,Singapore,290 ms,3649 kB/s
47.236.130.95,2052,false,SIN,Asia Pacific,Singapore,282 ms,3649 kB/s
8.218.122.55,8080,false,HKG,Asia Pacific,Hong Kong,65 ms,3647 kB/s
47.236.168.17,2082,false,SIN,Asia Pacific,Singapore,285 ms,3647 kB/s
47.236.9.152,2086,false,SIN,Asia Pacific,Singapore,276 ms,3642 kB/s
47.237.14.220,2082,false,SIN,Asia Pacific,Singapore,271 ms,3639 kB/s
47.236.144.48,8080,false,SIN,Asia Pacific,Singapore,279 ms,3636 kB/s
8.219.6.150,2086,false,SIN,Asia Pacific,Singapore,282 ms,3628 kB/s
47.236.125.62,8880,false,NRT,Asia Pacific,Tokyo,347 ms,3627 kB/s
47.236.150.13,2095,false,SIN,Asia Pacific,Singapore,274 ms,3624 kB/s
47.237.14.220,80,false,SIN,Asia Pacific,Singapore,268 ms,3620 kB/s
47.236.102.102,8880,false,SIN,Asia Pacific,Singapore,279 ms,3616 kB/s
47.245.126.151,2086,false,SIN,Asia Pacific,Singapore,295 ms,3615 kB/s
47.236.93.176,2082,false,SIN,Asia Pacific,Singapore,269 ms,3613 kB/s
8.219.201.245,2082,false,SIN,Asia Pacific,Singapore,279 ms,3607 kB/s
47.243.173.187,2052,false,HKG,Asia Pacific,Hong Kong,63 ms,3600 kB/s
47.237.0.31,2082,false,SIN,Asia Pacific,Singapore,276 ms,3599 kB/s
47.236.189.92,80,false,SIN,Asia Pacific,Singapore,276 ms,3597 kB/s
47.76.159.146,8080,false,HKG,Asia Pacific,Hong Kong,57 ms,3597 kB/s
47.237.10.1,2086,false,SIN,Asia Pacific,Singapore,274 ms,3595 kB/s
47.236.165.25,2086,false,SIN,Asia Pacific,Singapore,268 ms,3593 kB/s
47.236.202.91,2086,false,SIN,Asia Pacific,Singapore,273 ms,3590 kB/s
47.237.100.206,2052,false,SIN,Asia Pacific,Singapore,272 ms,3590 kB/s
8.217.154.218,2095,false,HKG,Asia Pacific,Hong Kong,67 ms,3576 kB/s
47.236.232.148,2086,false,SIN,Asia Pacific,Singapore,287 ms,3570 kB/s
47.236.174.206,2052,false,SIN,Asia Pacific,Singapore,280 ms,3555 kB/s
47.76.178.146,2082,false,HKG,Asia Pacific,Hong Kong,62 ms,3554 kB/s
47.236.232.148,8880,false,SIN,Asia Pacific,Singapore,269 ms,3554 kB/s
47.236.180.24,2095,false,SIN,Asia Pacific,Singapore,280 ms,3552 kB/s
8.218.52.115,8880,false,HKG,Asia Pacific,Hong Kong,62 ms,3551 kB/s
47.236.149.107,2082,false,SIN,Asia Pacific,Singapore,277 ms,3550 kB/s
47.237.84.173,2095,false,SIN,Asia Pacific,Singapore,288 ms,3549 kB/s
47.236.144.208,2095,false,SIN,Asia Pacific,Singapore,276 ms,3546 kB/s
47.236.83.239,8080,false,SIN,Asia Pacific,Singapore,280 ms,3538 kB/s
8.217.159.210,2082,false,HKG,Asia Pacific,Hong Kong,59 ms,3537 kB/s
47.236.17.193,2095,false,SIN,Asia Pacific,Singapore,279 ms,3536 kB/s
47.236.104.11,8080,false,SIN,Asia Pacific,Singapore,275 ms,3529 kB/s
47.236.9.152,2095,false,SIN,Asia Pacific,Singapore,286 ms,3525 kB/s
47.236.145.85,2095,false,SIN,Asia Pacific,Singapore,290 ms,3525 kB/s
8.219.201.245,2095,false,SIN,Asia Pacific,Singapore,290 ms,3524 kB/s
47.236.75.152,2082,false,SIN,Asia Pacific,Singapore,290 ms,3519 kB/s
8.219.126.240,2082,false,SIN,Asia Pacific,Singapore,287 ms,3515 kB/s
47.236.145.85,8880,false,SIN,Asia Pacific,Singapore,288 ms,3513 kB/s
47.243.173.187,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,3509 kB/s
47.236.172.95,2082,false,SIN,Asia Pacific,Singapore,283 ms,3509 kB/s
47.236.150.13,8880,false,SIN,Asia Pacific,Singapore,266 ms,3504 kB/s
47.236.172.71,2082,false,SIN,Asia Pacific,Singapore,288 ms,3502 kB/s
47.236.145.85,2052,false,SIN,Asia Pacific,Singapore,282 ms,3501 kB/s
47.237.81.112,2095,false,SIN,Asia Pacific,Singapore,274 ms,3500 kB/s
8.219.124.227,2095,false,SIN,Asia Pacific,Singapore,274 ms,3497 kB/s
47.236.125.62,2082,false,NRT,Asia Pacific,Tokyo,363 ms,3496 kB/s
47.236.93.176,8080,false,SIN,Asia Pacific,Singapore,280 ms,3493 kB/s
47.236.232.148,80,false,SIN,Asia Pacific,Singapore,280 ms,3488 kB/s
8.218.11.90,2086,false,HKG,Asia Pacific,Hong Kong,60 ms,3487 kB/s
8.217.66.3,2086,false,HKG,Asia Pacific,Hong Kong,58 ms,3484 kB/s
47.237.0.31,2095,false,SIN,Asia Pacific,Singapore,275 ms,3476 kB/s
47.236.254.120,2082,false,SIN,Asia Pacific,Singapore,278 ms,3475 kB/s
47.237.125.8,2086,false,SIN,Asia Pacific,Singapore,263 ms,3466 kB/s
47.236.87.246,2095,false,SIN,Asia Pacific,Singapore,272 ms,3466 kB/s
47.236.117.48,2086,false,SIN,Asia Pacific,Singapore,278 ms,3466 kB/s
8.218.3.198,2082,false,HKG,Asia Pacific,Hong Kong,66 ms,3458 kB/s
47.236.169.164,80,false,SIN,Asia Pacific,Singapore,277 ms,3454 kB/s
47.237.94.140,8080,false,SIN,Asia Pacific,Singapore,287 ms,3451 kB/s
47.236.9.152,80,false,SIN,Asia Pacific,Singapore,279 ms,3447 kB/s
47.237.86.185,2052,false,SIN,Asia Pacific,Singapore,276 ms,3445 kB/s
47.236.150.13,2082,false,SIN,Asia Pacific,Singapore,279 ms,3444 kB/s
47.236.75.152,2052,false,SIN,Asia Pacific,Singapore,288 ms,3440 kB/s
47.76.227.128,2095,false,HKG,Asia Pacific,Hong Kong,61 ms,3433 kB/s
47.236.172.95,8080,false,SIN,Asia Pacific,Singapore,282 ms,3433 kB/s
47.236.118.216,2095,false,SIN,Asia Pacific,Singapore,279 ms,3431 kB/s
8.210.156.6,2052,false,HKG,Asia Pacific,Hong Kong,59 ms,3423 kB/s
47.236.202.91,8080,false,SIN,Asia Pacific,Singapore,274 ms,3421 kB/s
47.237.83.20,8080,false,SIN,Asia Pacific,Singapore,280 ms,3405 kB/s
8.219.93.5,8880,false,SIN,Asia Pacific,Singapore,261 ms,3401 kB/s
47.236.93.176,2086,false,SIN,Asia Pacific,Singapore,280 ms,3397 kB/s
47.237.95.146,2095,false,SIN,Asia Pacific,Singapore,275 ms,3397 kB/s
47.236.118.216,80,false,SIN,Asia Pacific,Singapore,276 ms,3390 kB/s
47.236.10.100,8880,false,SIN,Asia Pacific,Singapore,287 ms,3389 kB/s
47.76.227.128,2052,false,HKG,Asia Pacific,Hong Kong,71 ms,3387 kB/s
47.236.130.95,2095,false,SIN,Asia Pacific,Singapore,284 ms,3385 kB/s
47.76.178.146,2052,false,HKG,Asia Pacific,Hong Kong,66 ms,3374 kB/s
8.222.160.176,2095,false,SIN,Asia Pacific,Singapore,278 ms,3368 kB/s
47.237.83.20,2052,false,SIN,Asia Pacific,Singapore,267 ms,3365 kB/s
